user_id,install_date,singup_date,singup_method,device_type,country,age_group,gender,referral_Source,Is_premier_user
u00094,12/30/2024,1/1/2025,Google,Android,UK,25-34,Male,Ads,no
u00095,10/6/2024,10/8/2024,Email,Android,USA,18-24,Female,Influencer,no
u00096,12/21/2024,12/23/2024,Google,Android,UK,35-44,Female,Ads,yes
u00097,10/22/2024,,Google,Android,USA,25-34,Male,Ads,no
u00098,10/19/2024,,Google,Android,USA,25-34,Male,Ornagic,no
u00099,11/18/2024,11/20/2024,Google,Android,India,18-24,Female,Ornagic,no
u000100,12/7/2024,12/9/2024,Email,Android,UK,18-24,Female,Ornagic,no
u000101,12/17/2024,12/19/2024,Email,Android,India,25-34,Male,Ornagic,no
u000102,12/2/2024,,Email,IOS,USA,18-24,Others,Influencer,no
u000103,12/15/2024,12/17/2024,Email,IOS,India,18-24,Female,Ornagic,no
u000104,12/9/2024,12/11/2024,Google,Android,India,18-24,Male,Ads,no
u000105,12/6/2024,12/8/2024,Google,Android,UK,18-24,Female,Influencer,no
u000106,10/12/2024,10/14/2024,Phone,IOS,India,18-24,Female,Ads,no
u000107,12/31/2024,,Google,IOS,UK,18-24,Female,Influencer,yes
u000108,12/12/2024,12/14/2024,Email,IOS,India,25-34,Male,Ads,no
u000109,12/30/2024,1/1/2025,Google,Android,India,18-24,Male,Influencer,no
u000110,12/20/2024,12/22/2024,Google,IOS,USA,18-24,Male,Ads,no
u000111,10/8/2024,10/10/2024,Google,Android,UK,25-34,Female,Ads,yes
u000112,12/13/2024,,Google,Android,India,18-24,Female,Ornagic,no
u000113,11/7/2024,11/9/2024,Google,Android,India,18-24,Female,Ads,no
u000114,10/20/2024,,Google,IOS,India,18-24,Male,Ornagic,no
u000115,11/8/2024,11/10/2024,Email,Android,UK,18-24,Female,Ads,no
u000116,12/9/2024,12/11/2024,Google,IOS,USA,25-34,Others,Ornagic,no
u000117,11/17/2024,11/19/2024,Google,Android,UK,18-24,Female,Ornagic,no
u000118,12/28/2024,12/30/2024,Email,Android,India,18-24,Male,Ornagic,no
u000119,11/30/2024,12/2/2024,Google,Android,India,18-24,Female,Ads,no
u000120,11/8/2024,11/10/2024,Google,Android,USA,25-34,Male,Ornagic,no
u000121,12/18/2024,,Email,Android,UK,45+,Male,Ornagic,no
u000122,12/24/2024,12/26/2024,Email,Android,UK,18-24,Male,Influencer,no
u000123,10/12/2024,10/14/2024,Email,Android,India,18-24,Male,Ornagic,no
u000124,10/6/2024,,Email,Android,USA,18-24,Female,Ornagic,no
u000125,11/6/2024,11/8/2024,Email,IOS,UK,18-24,Male,Ornagic,no
u000126,11/13/2024,11/15/2024,Email,Android,India,25-34,Male,Ornagic,no
u000127,10/1/2024,10/3/2024,Google,Android,India,18-24,Female,Ads,no
u000128,10/21/2024,10/23/2024,Google,Android,UK,25-34,Female,Ornagic,no
u000129,10/18/2024,10/20/2024,Email,Android,India,18-24,Male,Ads,no
u000130,11/17/2024,11/19/2024,Phone,Android,USA,25-34,Female,Ads,no
u000131,11/9/2024,11/11/2024,Email,Android,India,18-24,Female,Influencer,no
u000132,12/2/2024,12/4/2024,Phone,Android,UK,18-24,Female,Ornagic,no
u000133,12/12/2024,12/14/2024,Google,Android,USA,25-34,Male,Ads,no
u000134,12/8/2024,12/10/2024,Email,IOS,USA,25-34,Female,Influencer,no
u000135,12/31/2024,1/2/2025,Google,Android,USA,18-24,Female,Ads,no
u000136,10/4/2024,10/6/2024,Phone,Android,UK,18-24,Others,Ads,no
u000137,11/3/2024,11/5/2024,Google,Android,India,18-24,Female,Ads,no
u000138,12/23/2024,12/25/2024,Phone,Android,India,25-34,Others,Ads,no
u000139,11/4/2024,,Phone,IOS,UK,25-34,Female,Ornagic,no
u000140,11/25/2024,11/27/2024,Phone,IOS,India,18-24,Male,Influencer,no
u000141,10/16/2024,10/18/2024,Phone,Android,UK,45+,Others,Ads,no
u000142,12/11/2024,12/13/2024,Google,Android,USA,35-44,Female,Ads,no
u000143,12/27/2024,12/29/2024,Google,Android,UK,25-34,Male,Ads,yes
u000144,10/28/2024,10/30/2024,Google,Android,India,18-24,Male,Ornagic,no
u000145,12/18/2024,,Google,Android,India,18-24,Female,Ornagic,no
u000146,12/14/2024,12/16/2024,Google,Android,USA,18-24,Male,Ornagic,no
u000147,11/21/2024,11/23/2024,Google,Android,UK,18-24,Others,Influencer,no
u000148,12/24/2024,12/26/2024,Google,Android,USA,18-24,Male,Influencer,no
u000149,11/14/2024,11/16/2024,Google,Android,India,25-34,Female,Influencer,no
u000150,11/23/2024,,Email,Android,USA,25-34,Female,Ads,yes
u000151,11/13/2024,11/15/2024,Google,IOS,India,25-34,Female,Ads,no
u000152,12/25/2024,,Phone,Android,USA,18-24,Male,Ads,no
u000153,11/17/2024,11/19/2024,Email,IOS,UK,18-24,Male,Ads,yes
u000154,10/5/2024,10/7/2024,Email,Android,UK,18-24,Male,Ornagic,no
u000155,11/3/2024,11/5/2024,Google,Android,India,18-24,Female,Ads,no
u000156,10/9/2024,10/11/2024,Google,Android,USA,25-34,Female,Influencer,no
u000157,12/5/2024,12/7/2024,Google,Android,USA,18-24,Others,Ornagic,yes
u000158,11/24/2024,,Google,Android,India,18-24,Female,Influencer,no
u000159,12/12/2024,12/14/2024,Phone,IOS,USA,25-34,Female,Ads,no
u000160,11/8/2024,11/10/2024,Email,Android,India,18-24,Female,Ads,no
u000161,12/1/2024,12/3/2024,Email,Android,India,18-24,Female,Ads,no
u000162,11/30/2024,12/2/2024,Phone,Android,UK,18-24,Male,Ornagic,no
u000163,10/13/2024,,Phone,Android,USA,18-24,Female,Influencer,yes
u000164,10/5/2024,,Email,IOS,USA,18-24,Female,Ornagic,no
u000165,11/1/2024,11/3/2024,Google,Android,UK,35-44,Female,Ads,no
u000166,10/2/2024,10/4/2024,Email,Android,USA,18-24,Male,Ads,no
u000167,10/9/2024,10/11/2024,Google,IOS,USA,18-24,Male,Ads,yes
u000168,11/16/2024,,Google,Android,UK,25-34,Male,Ads,no
u000169,12/20/2024,12/22/2024,Email,Android,India,25-34,Female,Influencer,no
u000170,12/18/2024,12/20/2024,Email,Android,USA,18-24,Female,Ads,no
u000171,12/9/2024,12/11/2024,Google,IOS,UK,18-24,Female,Influencer,yes
u000172,11/14/2024,11/16/2024,Phone,IOS,USA,18-24,Male,Ornagic,no
u000173,10/16/2024,10/18/2024,Phone,Android,UK,25-34,Male,Ads,no
u000174,12/25/2024,,Google,Android,India,25-34,Female,Ornagic,yes
u000175,10/9/2024,10/11/2024,Google,IOS,UK,25-34,Female,Ads,no
u000176,12/3/2024,12/5/2024,Google,Android,India,18-24,Female,Ornagic,yes
u000177,12/20/2024,12/22/2024,Phone,Android,India,25-34,Male,Ads,no
u000178,12/24/2024,,Google,Android,UK,18-24,Male,Ads,no
u000179,10/19/2024,10/21/2024,Phone,Android,India,35-44,Male,Ads,no
u000180,10/19/2024,10/21/2024,Phone,Android,USA,18-24,Female,Influencer,yes
u000181,12/20/2024,12/22/2024,Email,Android,UK,18-24,Female,Ads,no
u000182,10/31/2024,11/2/2024,Google,Android,India,45+,Female,Ornagic,yes
u000183,12/15/2024,12/17/2024,Phone,Android,India,18-24,Male,Ornagic,no
u000184,10/19/2024,10/21/2024,Email,Android,India,35-44,Others,Ads,no
u000185,10/24/2024,10/26/2024,Email,Android,India,18-24,Male,Ads,no
u000186,10/3/2024,10/5/2024,Phone,Android,India,18-24,Male,Ads,no
u000187,12/28/2024,12/30/2024,Google,Android,UK,35-44,Female,Ornagic,no
u000188,10/7/2024,10/9/2024,Google,Android,USA,18-24,Male,Ads,no
u000189,10/18/2024,10/20/2024,Email,Android,USA,18-24,Female,Ornagic,yes
u000190,11/4/2024,,Email,Android,USA,25-34,Female,Ornagic,yes
u000191,12/21/2024,12/23/2024,Email,IOS,USA,18-24,Female,Ads,no
u000192,11/16/2024,,Google,IOS,USA,18-24,Male,Ornagic,no
u000193,11/16/2024,11/18/2024,Email,Android,India,18-24,Female,Ornagic,no
u000194,11/21/2024,11/23/2024,Email,Android,India,18-24,Male,Ornagic,no
u000195,11/15/2024,11/17/2024,Google,Android,UK,18-24,Female,Ornagic,no
u000196,11/14/2024,11/16/2024,Email,Android,USA,18-24,Female,Ads,no
u000197,12/16/2024,12/18/2024,Google,Android,India,18-24,Female,Ornagic,no
u000198,12/4/2024,12/6/2024,Phone,IOS,USA,35-44,Male,Ads,yes
u000199,11/12/2024,11/14/2024,Email,Android,UK,18-24,Female,Ornagic,no
u000200,10/20/2024,10/22/2024,Google,Android,UK,25-34,Female,Ornagic,yes
u000201,11/12/2024,11/14/2024,Email,Android,India,18-24,Male,Ads,no
u000202,10/6/2024,10/8/2024,Phone,Android,India,18-24,Male,Ads,yes
u000203,12/24/2024,,Google,Android,USA,18-24,Female,Ornagic,no
u000204,10/10/2024,10/12/2024,Google,IOS,USA,18-24,Male,Ornagic,no
u000205,10/8/2024,,Email,Android,India,18-24,Male,Ads,no
u000206,11/15/2024,11/17/2024,Phone,Android,India,25-34,Female,Ads,no
u000207,10/28/2024,,Google,IOS,UK,18-24,Female,Ads,no
u000208,10/18/2024,10/20/2024,Phone,Android,USA,18-24,Male,Ornagic,no
u000209,10/13/2024,10/15/2024,Google,Android,UK,25-34,Female,Ornagic,no
u000210,11/14/2024,11/16/2024,Google,IOS,Others,18-24,Male,Ornagic,no
u000211,11/3/2024,,Email,Android,India,25-34,Male,Ads,no
u000212,10/28/2024,,Google,IOS,India,25-34,Male,Ads,no
u000213,10/14/2024,,Email,Android,India,25-34,Others,Ads,no
u000214,12/26/2024,12/28/2024,Google,Android,India,18-24,Male,Ads,yes
u000215,11/25/2024,,Google,IOS,India,18-24,Others,Influencer,no
u000216,10/26/2024,10/28/2024,Google,Android,India,18-24,Male,Ads,no
u000217,11/17/2024,11/19/2024,Google,Android,India,18-24,Female,Ads,no
u000218,12/22/2024,12/24/2024,Email,Android,USA,18-24,Female,Influencer,no
u000219,10/2/2024,10/4/2024,Phone,Android,India,18-24,Male,Ornagic,no
u000220,10/1/2024,10/3/2024,Google,Android,India,18-24,Female,Influencer,no
u000221,10/29/2024,10/31/2024,Google,Android,India,18-24,Male,Ornagic,no
u000222,11/3/2024,11/5/2024,Google,Android,USA,25-34,Others,Ads,no
u000223,11/12/2024,11/14/2024,Phone,Android,UK,25-34,Female,Ads,no
u000224,10/23/2024,10/25/2024,Google,Android,UK,18-24,Others,Ads,no
u000225,11/24/2024,11/26/2024,Google,Android,USA,25-34,Male,Ads,no
u000226,10/24/2024,10/26/2024,Email,IOS,UK,18-24,Female,Ads,no
u000227,10/13/2024,,Email,Android,USA,18-24,Male,Ads,no
u000228,10/23/2024,10/25/2024,Email,Android,UK,18-24,Female,Ornagic,no
u000229,12/3/2024,,Google,Android,UK,18-24,Others,Ornagic,no
u000230,12/31/2024,,Google,Android,USA,18-24,Female,Ornagic,no
u000231,12/24/2024,12/26/2024,Phone,Android,India,18-24,Female,Ads,no
u000232,11/11/2024,11/13/2024,Google,Android,India,18-24,Female,Ornagic,no
u000233,12/22/2024,12/24/2024,Phone,Android,USA,25-34,Female,Ads,no
u000234,10/9/2024,10/11/2024,Email,IOS,USA,18-24,Male,Ornagic,no
u000235,10/28/2024,10/30/2024,Google,Android,USA,25-34,Female,Ads,no
u000236,10/11/2024,,Google,Android,India,25-34,Male,Ornagic,yes
u000237,12/19/2024,12/21/2024,Phone,IOS,UK,18-24,Female,Ornagic,no
u000238,10/23/2024,10/25/2024,Email,Android,India,25-34,Male,Ornagic,no
u000239,10/30/2024,,Google,IOS,India,18-24,Female,Influencer,no
u000240,10/26/2024,10/28/2024,Phone,Android,UK,25-34,Male,Ornagic,no
u000241,10/8/2024,10/10/2024,Email,Android,UK,25-34,Male,Ads,no
u000242,11/1/2024,11/3/2024,Google,Android,USA,18-24,Female,Ornagic,no
u000243,11/8/2024,,Email,Android,India,18-24,Male,Ads,yes
u000244,12/30/2024,,Email,Android,UK,18-24,Others,Ads,no
u000245,11/18/2024,11/20/2024,Email,Android,UK,18-24,Female,Ornagic,yes
u000246,11/14/2024,11/16/2024,Email,Android,India,25-34,Male,Ads,no
u000247,12/22/2024,,Google,Android,UK,18-24,Male,Influencer,no
u000248,11/13/2024,11/15/2024,Phone,IOS,India,25-34,Female,Ornagic,no
u000249,11/3/2024,11/5/2024,Email,Android,India,25-34,Male,Influencer,no
u000250,10/22/2024,10/24/2024,Google,Android,UK,18-24,Male,Influencer,no
u000251,11/2/2024,11/4/2024,Phone,Android,Others,18-24,Male,Ornagic,no
u000252,11/23/2024,11/25/2024,Google,Android,USA,18-24,Female,Ornagic,no
u000253,12/24/2024,12/26/2024,Google,Android,UK,18-24,Female,Ads,no
u000254,12/3/2024,12/5/2024,Email,Android,UK,18-24,Male,Influencer,no
u000255,12/22/2024,12/24/2024,Google,Android,USA,18-24,Female,Influencer,no
u000256,12/29/2024,12/31/2024,Google,Android,USA,18-24,Female,Influencer,no
u000257,12/15/2024,12/17/2024,Email,Android,USA,18-24,Others,Ornagic,no
u000258,12/22/2024,12/24/2024,Email,Android,UK,18-24,Female,Ads,no
u000259,11/14/2024,11/16/2024,Phone,Android,USA,18-24,Female,Ornagic,yes
u000260,11/3/2024,11/5/2024,Google,Android,USA,18-24,Male,Ads,no
u000261,10/8/2024,10/10/2024,Email,Android,India,18-24,Female,Ads,no
u000262,12/25/2024,12/27/2024,Google,Android,USA,25-34,Female,Ornagic,no
u000263,10/10/2024,,Email,Android,India,25-34,Male,Ornagic,no
u000264,12/1/2024,12/3/2024,Google,IOS,India,45+,Female,Ads,no
u000265,11/8/2024,11/10/2024,Email,Android,UK,25-34,Male,Influencer,no
u000266,12/19/2024,12/21/2024,Google,Android,India,35-44,Female,Influencer,no
u000267,10/3/2024,10/5/2024,Google,Android,India,18-24,Others,Ads,no
u000268,12/7/2024,,Email,Android,Others,25-34,Male,Ornagic,no
u000269,12/14/2024,12/16/2024,Email,Android,India,25-34,Male,Ornagic,no
u000270,12/4/2024,12/6/2024,Google,IOS,USA,18-24,Male,Ads,no
u000271,11/13/2024,,Google,Android,UK,18-24,Female,Ornagic,yes
u000272,12/1/2024,12/3/2024,Email,Android,India,25-34,Male,Influencer,no
u000273,10/30/2024,,Google,IOS,India,35-44,Female,Ornagic,no
u000274,10/24/2024,,Google,IOS,India,18-24,Male,Ornagic,no
u000275,10/28/2024,10/30/2024,Google,Android,USA,35-44,Female,Ads,no
u000276,10/11/2024,10/13/2024,Phone,Android,India,18-24,Male,Influencer,no
u000277,10/1/2024,10/3/2024,Google,Android,India,25-34,Female,Ornagic,no
u000278,10/16/2024,10/18/2024,Google,IOS,UK,18-24,Female,Ads,no
u000279,11/26/2024,11/28/2024,Email,Android,UK,25-34,Male,Ornagic,no
u000280,12/29/2024,12/31/2024,Phone,Android,UK,45+,Female,Ads,no
u000281,12/2/2024,12/4/2024,Phone,Android,India,35-44,Female,Influencer,no
u000282,10/3/2024,10/5/2024,Email,Android,USA,18-24,Female,Ads,yes
u000283,11/12/2024,11/14/2024,Email,IOS,USA,18-24,Female,Influencer,no
u000284,12/16/2024,12/18/2024,Email,Android,UK,18-24,Male,Ads,no
u000285,10/10/2024,10/12/2024,Google,Android,UK,18-24,Female,Ads,no
u000286,11/7/2024,11/9/2024,Google,Android,UK,18-24,Male,Ornagic,no
u000287,12/20/2024,12/22/2024,Google,Android,India,18-24,Female,Influencer,no
u000288,12/2/2024,12/4/2024,Google,IOS,UK,25-34,Male,Ornagic,no
u000289,11/29/2024,12/1/2024,Google,Android,India,25-34,Female,Ads,no
u000290,12/20/2024,,Google,Android,USA,18-24,Others,Ornagic,no
u000291,11/6/2024,11/8/2024,Email,IOS,USA,25-34,Male,Ads,no
u000292,12/7/2024,,Email,Android,India,18-24,Female,Ads,no
u000293,10/20/2024,10/22/2024,Google,Android,India,35-44,Female,Influencer,no
u000294,10/11/2024,10/13/2024,Google,Android,UK,18-24,Male,Ornagic,no
u000295,12/4/2024,,Phone,Android,UK,25-34,Female,Influencer,no
u000296,10/15/2024,10/17/2024,Google,Android,UK,18-24,Female,Influencer,no
u000297,10/31/2024,11/2/2024,Google,Android,USA,18-24,Female,Influencer,no
u000298,12/30/2024,1/1/2025,Google,Android,USA,18-24,Female,Ads,no
u000299,12/10/2024,12/12/2024,Email,Android,India,25-34,Female,Ads,no
u000300,11/14/2024,,Google,Android,India,18-24,Female,Ads,no
u000301,12/10/2024,12/12/2024,Email,IOS,Others,18-24,Female,Influencer,yes
u000302,10/14/2024,10/16/2024,Email,Android,India,35-44,Male,Ornagic,no
u000303,10/10/2024,10/12/2024,Email,IOS,India,25-34,Male,Ads,no
u000304,12/9/2024,12/11/2024,Email,Android,India,45+,Male,Ads,no
u000305,11/6/2024,11/8/2024,Phone,Android,India,25-34,Male,Ads,yes
u000306,10/11/2024,10/13/2024,Phone,Android,UK,35-44,Male,Influencer,no
u000307,12/10/2024,,Google,Android,UK,18-24,Female,Ornagic,no
u000308,11/16/2024,,Phone,Android,India,25-34,Female,Ornagic,no
u000309,10/2/2024,10/4/2024,Phone,Android,UK,18-24,Others,Ornagic,no
u000310,11/8/2024,11/10/2024,Google,Android,India,18-24,Male,Ads,no
u000311,10/23/2024,10/25/2024,Google,Android,USA,25-34,Male,Influencer,no
u000312,10/22/2024,10/24/2024,Google,IOS,India,18-24,Male,Ornagic,yes
u000313,12/3/2024,,Google,IOS,USA,25-34,Female,Ads,no
u000314,12/1/2024,12/3/2024,Google,Android,UK,18-24,Female,Ornagic,no
u000315,11/16/2024,11/18/2024,Google,IOS,USA,25-34,Female,Ads,no
u000316,10/18/2024,,Google,Android,India,18-24,Male,Ads,no
u000317,10/9/2024,10/11/2024,Google,IOS,India,25-34,Female,Ads,no
u000318,12/14/2024,12/16/2024,Google,Android,India,18-24,Others,Influencer,no
u000319,11/16/2024,11/18/2024,Google,Android,Others,25-34,Female,Ads,no
u000320,10/9/2024,10/11/2024,Google,Android,USA,18-24,Female,Ads,yes
u000321,12/1/2024,12/3/2024,Email,Android,USA,18-24,Female,Ornagic,no
u000322,12/3/2024,12/5/2024,Email,Android,India,18-24,Others,Ads,no
u000323,10/28/2024,10/30/2024,Phone,Android,India,18-24,Male,Ads,no
u000324,10/18/2024,10/20/2024,Email,Android,India,35-44,Female,Ads,yes
u000325,10/7/2024,10/9/2024,Google,IOS,USA,25-34,Female,Ornagic,no
u000326,11/1/2024,,Google,Android,India,25-34,Male,Ornagic,no
u000327,11/16/2024,11/18/2024,Google,Android,UK,18-24,Female,Influencer,no
u000328,11/5/2024,11/7/2024,Email,Android,USA,35-44,Male,Ornagic,no
u000329,11/19/2024,11/21/2024,Phone,Android,India,18-24,Male,Ornagic,no
u000330,11/16/2024,11/18/2024,Google,Android,UK,18-24,Male,Ornagic,no
u000331,10/3/2024,,Google,Android,India,18-24,Female,Ornagic,no
u000332,12/6/2024,12/8/2024,Google,IOS,India,25-34,Female,Ads,no
u000333,10/13/2024,,Google,Android,India,18-24,Female,Ornagic,no
u000334,11/12/2024,,Google,Android,USA,35-44,Male,Influencer,no
u000335,12/11/2024,12/13/2024,Phone,Android,USA,35-44,Male,Influencer,no
u000336,11/18/2024,11/20/2024,Google,Android,India,18-24,Male,Ornagic,no
u000337,12/9/2024,,Google,Android,Others,18-24,Others,Ads,no
u000338,12/12/2024,12/14/2024,Google,IOS,India,25-34,Female,Ads,no
u000339,11/25/2024,11/27/2024,Email,Android,USA,18-24,Female,Ornagic,yes
u000340,10/3/2024,10/5/2024,Google,Android,India,18-24,Others,Ornagic,no
u000341,10/19/2024,10/21/2024,Google,Android,UK,25-34,Female,Ads,no
u000342,12/28/2024,,Google,IOS,India,18-24,Female,Ads,no
u000343,11/8/2024,11/10/2024,Google,Android,India,25-34,Female,Ads,yes
u000344,11/22/2024,11/24/2024,Email,Android,India,35-44,Female,Ornagic,no
u000345,12/30/2024,1/1/2025,Email,Android,USA,35-44,Male,Ornagic,no
u000346,12/4/2024,,Google,IOS,UK,18-24,Female,Ads,no
u000347,10/31/2024,11/2/2024,Phone,Android,India,25-34,Male,Ads,no
u000348,11/16/2024,11/18/2024,Email,Android,USA,18-24,Female,Ornagic,no
u000349,11/28/2024,11/30/2024,Google,Android,India,18-24,Female,Ads,no
